,제조사,모델명,옵션명,연식,주행거리,연료,색상,가격
3558,기아,모하비,4WD KV300 ,2008,"100,000Km",경유,회색,"1,240"
3559,르노삼성,뉴SM5(신형),가솔린 2.0 SE플러스,2011,"121,068Km",휘발유,회색,270
3560,기아,모하비,4WD QV300 최고급형,2008 ,"193,014Km",경유,회색,840
3561,기아,더뉴쏘렌토,디젤2.2 2WD 노블레스,2018,"94,745Km",경유,회색,"2,350"
3562,쌍용,액티언스포츠,2WD AX5 패션,2010,"110,097Km",경유,회색,460
3563,현대,투싼(JM),2.0VGT디젤2WD MX 고급형,2008 ,"126,884Km",경유,회색,360
3564,현대,투싼ix(LM),디젤2WD LX20 럭셔리,2010,"120,000Km",경유,회색,690
3565,기아,스팅어,3.3터보 AWD GT,2019,"29,000Km",휘발유,회색,"3,780"
3566,현대,아반떼CN7,1.6하이브리드 ,2021,"8,608Km",휘발유+전기,회색,"2,560"
3567,현대,더뉴아반떼AD,G1.6 스타일 ,2019 ,"45,544Km",휘발유,회색,"1,570"
3568,아우디,뉴A6,3.0TDI콰트로 C7,2014 ,"168,019Km",경유,회색,"1,390"
3569,쉐보레/대우,스파크,LT 기본형,2013 ,"117,404Km",휘발유,회색,270
3570,현대,그랜드스타렉스,3인승밴 스마트,2017,"116,811Km",경유,회색,"1,180"
3571,제네시스,G80(1세대),3.3GDI 프리미엄럭셔리,2018,"115,797Km",휘발유,회색,"2,390"
3572,현대,올뉴투싼(TL),디젤1.7 2WD 모던,2016,"93,718Km",경유,회색,"1,510"
3573,르노삼성,SM3네오(2세대),가솔린1.6 SE,2015 ,"25,618Km",휘발유,회색,530
3574,르노삼성,뉴SM5플래티넘,디젤 1.5 D,2014 ,"100,573Km",경유,회색,620
3575,현대,팰리세이드,2.2디젤AWD 익스클루시브,2019,"36,722Km",경유,회색,"3,440"
3576,현대,팰리세이드,3.8가솔린2WD 익스클루시브,2019,"47,020Km",휘발유,회색,"3,290"
3577,르노삼성,SM6,LPe RE,2019,"171,491Km",LPG,회색,"1,020"
3578,기아,그랜드카니발,GLX 최고급형,2012,"195,413Km",경유,회색,450
3579,현대,팰리세이드,3.8가솔린2WD 익스클루시브,2019,"41,284Km",휘발유,회색,"3,260"
3580,BMW,5시리즈(E39),520i ,2008,"118,176Km",휘발유,회색,550
3581,벤츠,E클래스(W213),E300 4MATIC AMG Line ,2017,"73,135Km",휘발유,회색,"4,800"
3582,기아,스포티지R,디젤2WD TLX 프리미엄,2012,"92,231Km",경유,회색,780
3583,현대,제네시스쿠페,200터보R ,2010,"93,955Km",휘발유,회색,459
3584,쉐보레/대우,알페온,EL300 슈프림,2011,"175,445Km",휘발유,회색,399
3585,르노삼성,뉴SM5(신형),가솔린 2.0 LE,2011,"152,024Km",휘발유,회색,280
3586,벤츠,CLA클래스(1세대),CLA45AMG4MATIC ,2015,"65,481Km",휘발유,회색,"2,950"
3587,쉐보레/대우,이쿼녹스,1.6디젤 LT플러스익스클루시브,2018,"56,070Km",경유,회색,"2,180"
3588,기아,뉴스포티지,디젤(VGT) 2WD TLX 최고급형,2008,"91,087Km",경유,회색,390
3589,벤츠,뉴SLK클래스,SLK200블루이피션시 ,2012,"95,054Km",휘발유,회색,"1,780"
3590,현대,더뉴그랜드스타렉스,밴 3인승 스타일,2018,"103,524Km",경유,회색,"1,430"
3591,르노삼성,뉴SM5플래티넘,가솔린 2.0 RE 기본형,2013,"156,628Km",휘발유,회색,530
3592,현대,아반떼MD,M16GDi 디럭스 ,2012,"10,258Km",휘발유,회색,720
3593,벤츠,뉴E클래스,E220CDI아방가르드 W212,2014,"192,000Km",경유,회색,"1,490"
3594,벤츠,뉴E클래스,E300엘레강스 ,2011,"118,923Km",휘발유,회색,930
3595,기아,포르테쿱,2.0 고급레드프리미엄,2010,"147,547Km",휘발유,회색,349
3596,현대,쏘나타DN8,가솔린 2.0 프리미엄,2020,"48,005Km",휘발유,회색,"2,040"
3597,폭스바겐,티구안(1세대),2.0TDI블루모션 컴포트,2015,"69,234Km",경유,회색,"1,420"
3598,현대,NF쏘나타,LPG N20럭셔리 고급형,2007,"93,657Km",LPG,회색,240
3599,현대,LF쏘나타,LPI 프리미엄스페셜 ,2017,"105,820Km",LPG,회색,"1,350"
3600,현대,그랜저HG,가솔린 HG240 럭셔리,2011,"99,000Km",휘발유,회색,930
3601,현대,엑센트(신형),1.6GDI프리미엄 ,2014,"139,066Km",휘발유,회색,570
3602,기아,올뉴K7,2.4GDI 프레스티지,2016,"99,087Km",휘발유,회색,"1,660"
3603,현대,그랜드스타렉스,12인승왜건 CVX럭셔리,2010,"281,380Km",경유,회색,470
3604,쉐보레/대우,알페온,EL300 슈프림,2011 ,"190,828Km",휘발유,회색,330
3605,기아,올뉴카니발,9인승 노블레스,2015,"95,000Km",경유,회색,"1,859"
3606,폭스바겐,티구안 올스페이스(2세대),2.0 TDI 프레스티지,2018,"123,253Km",경유,회색,"2,890"
3607,현대,제네시스,BH330그랜드 프라임팩,2008,"135,479Km",휘발유,회색,469
3608,기아,쏘울,디젤1.6 2U 쿨,2009,"191,952Km",경유,회색,319
3609,기아,스포티지4세대(QL),디젤1.7 2WD 노블레스,2016 ,"156,699Km",경유,회색,"1,230"
3610,현대,제네시스쿠페,200터보RW ,2010,"220,000Km",휘발유,회색,470
3611,현대,그랜저TG,가솔린 L330 탑모젠메모리팩,2005 ,"146,321Km",휘발유,회색,220
3612,기아,K7,VG350 노블레스 프리미엄,2010 ,"131,712Km",휘발유,회색,500
3613,현대,그랜저HG 하이브리드,프리미엄 ,2016,"286,956Km",휘발유+전기,회색,700
3614,기아,레이,프레스티지 ,2015,"70,941Km",휘발유,회색,720
3615,BMW,X5(F15),xDrive30d 기본형,2014,"204,252Km",경유,회색,"2,790"
3616,BMW,5시리즈 그란투리스모(F07),GT ,2010,"102,681Km",휘발유,회색,"1,450"
3617,현대,그랜드스타렉스,5인승밴 모던,2016,"193,314Km",경유,회색,"1,050"
3618,르노삼성,뉴SM5(신형),가솔린 2.0 RE,2011,"207,684Km",휘발유,회색,270
3619,미니,미니3도어(2세대),쿠퍼SD 기본형,2012,"176,573Km",경유,회색,750
3620,현대,YF쏘나타,CVVL 럭셔리 ,2011,"171,314Km",휘발유,회색,380
3621,기아,K5 2세대,2.0 MX 럭셔리,2016,"160,981Km",휘발유,회색,810
3622,현대,싼타페더프라임,디젤2.0 4WD 프리미엄,2016,"91,598Km",경유,회색,"1,700"
3623,르노삼성,뉴SM5플래티넘,가솔린 1.6 TCE 기본형,2013,"135,136Km",휘발유,회색,420
3624,현대,뉴투싼ix(LM),디젤(e-VGT)2WD 스마트,2014,"170,000Km",경유,회색,750
3625,현대,투싼ix(LM),디젤2WD X20 럭셔리,2013,"171,596Km",경유,회색,650
3626,쉐보레/대우,알페온,스페셜 ,2011,"103,272Km",휘발유,회색,630
3627,현대,싼타페TM,디젤2.2 2WD 익스클루시브,2019 ,"62,552Km",경유,회색,"2,680"
3628,현대,YF쏘나타,Y20 프리미어 최고급형,2010,"81,031Km",휘발유,회색,590
3629,아우디,뉴A8,4.2FSI콰트로RSE D4,2011,"207,398Km",휘발유,회색,"1,650"
3630,현대,쏘나타DN8,가솔린 2.0 프리미엄패밀리,2020,"45,283Km",휘발유,회색,"2,290"
3631,쉐보레/대우,크루즈,디젤2.0LTZ+ ,2012,"71,714Km",경유,회색,650
3632,기아,올뉴쏘렌토,디젤2.0 2WD 프레스티지,2017,"109,007Km",경유,회색,"1,760"
3633,기아,올뉴쏘렌토,디젤2.2 4WD 노블레스,2015 ,"179,880Km",경유,회색,"1,420"
3634,현대,싼타페DM,디젤(e-VGT)2.0 2WD익스클루시브 기본형,2013 ,"173,818Km",경유,회색,"1,230"
3635,현대,그랜저HG,가솔린 HG240 럭셔리,2012,"205,000Km",휘발유,회색,520
3636,BMW,1시리즈(F20),118d5도어 어반팩1,2013,"167,417Km",경유,회색,830
3637,현대,제네시스,BH330럭셔리 기본형,2009,"129,000Km",휘발유,회색,590
3638,현대,그랜저HG,가솔린 HG240 럭셔리,2012,"117,493Km",휘발유,회색,830
3639,기아,K5,2.0프레스티지 브라운,2011 ,"130,069Km",휘발유,회색,550
3640,현대,i30,1.6VVT 프리미어 ,2008,"77,321Km",휘발유,회색,450
3641,현대,싼타페DM,디젤(e-VGT)2.0 2WD프리미엄 ,2013,"154,536Km",경유,회색,"1,299"
3642,기아,포르테쿱,1.6 기본,2010,"130,801Km",휘발유,회색,349
3643,현대,YF쏘나타,Y20 럭셔리 ,2011,"161,325Km",휘발유,회색,370
3644,인피니티,M(3세대),M45 프리미엄,2006 ,"206,244Km",휘발유,회색,240
3645,쌍용,렉스턴스포츠,디젤2.2 4WD 프레스티지,2018,"44,528Km",경유,회색,"2,350"
3646,현대,YF쏘나타,LPI 디럭스 ,2010,"35,540Km",LPG,회색,550
3647,현대,베라크루즈,디젤2WD 300VX 럭셔리,2007,"240,000Km",경유,회색,540
3648,쉐보레/대우,스파크,LPG L ,2014,"110,850Km",LPG,회색,340
3649,BMW,5시리즈(F10),520d ,2010,"132,740Km",경유,회색,"1,230"
3650,볼보,S80,3.2 ,2007,"163,625Km",휘발유,회색,380
3651,BMW,5시리즈(E60),528i ,2008 ,"84,005Km",휘발유,회색,790
3652,지프,레니게이드,2.0디젤 리미티드AWD,2015,"41,074Km",경유,회색,"1,890"
3653,현대,제네시스쿠페,200터보D ,2011,"92,094Km",휘발유,회색,790
3654,쉐보레/대우,올란도,디젤2.0LS 일반형,2012,"144,390Km",경유,회색,520
3655,랜드로버,레인지로버벨라,D300 R-다이내믹SE,2018,"78,875Km",경유,회색,"5,650"
3656,기아,올뉴K7,2.4GDI 리미티드,2018,"34,701Km",휘발유,회색,"2,380"
3657,기아,쏘렌토R,디젤2.2 2WD TLX 고급형,2010,"131,253Km",경유,회색,730
3658,기아,더뉴쏘렌토,디젤2.2 2WD 노블레스 스페셜,2018,"37,512Km",경유,회색,"2,950"
3659,미쯔비시,이클립스, ,2007 ,"70,919Km",휘발유,회색,600
3660,기아,올뉴쏘렌토,디젤2.0 2WD 노블레스 스페셜,2015,"169,388Km",경유,회색,"1,630"
3661,인피니티,Q50,2.2d 프리미엄 ,2014,"59,590Km",경유,회색,"1,440"
3662,기아,프라이드(신형),디젤4DR1.5VGT SLX,2007,"138,594Km",경유,회색,290
3663,기아,더프레스티지K7,2.4GDI 프레스티지,2012,"180,255Km",휘발유,회색,479
3664,BMW,Z4(E85),2.5i ,2003,"146,818Km",휘발유,회색,"1,190"
3665,기아,올뉴K7,2.4GDI 리미티드,2017,"45,063Km",휘발유,회색,"2,130"
3666,현대,그랜저IG,2.4가솔린 모던,2018,"96,420Km",휘발유,회색,"1,670"
3667,쉐보레/대우,크루즈,1.4LTZ+스타일패키지 ,2014,"50,544Km",휘발유,회색,650
3668,쌍용,뉴코란도C,2.0 CVS 2WD 최고급형,2014 ,"68,652Km",경유,회색,690
3669,벤츠,B클래스,B200CDI블루이피션시스포츠팩 W246,2013,"61,160Km",경유,회색,"1,450"
3670,현대,투싼ix(LM),디젤4WD LMX20 프리미엄,2010,"121,444Km",경유,회색,780
3671,현대,올뉴투싼(TL),가솔린1.6T 2WD 모던,2020,"8,350Km",휘발유,회색,"2,250"
3672,벤츠,뉴C클래스,C220CDI 아방가르드,2014 ,"110,395Km",경유,회색,"1,250"
3673,랜드로버,프리랜더2,TD4HSE ,2008,"200,500Km",경유,회색,590
3674,BMW,X6(E71),xDrive30d ,2011,"191,992Km",경유,회색,"1,690"
3675,BMW,X5(E70),xDrive40d ,2013,"140,915Km",경유,회색,"2,450"
3676,볼보,V60크로스컨트리(1세대),D4 기본형,2016,"96,056Km",경유,회색,"2,090"
3677,인피니티,G(V36),G35세단 프리미엄,2007,"145,496Km",휘발유,회색,420
3678,르노삼성,SM6,2.0 GDe RE,2016,"74,341Km",휘발유,회색,"1,380"
3679,쉐보레/대우,아베오,1.6 LS 일반형,2012 ,"56,591Km",휘발유,회색,400
3680,제네시스,EQ900,5.0GDI AWD 프레스티지,2018,"107,000Km",휘발유,회색,"4,590"
3681,기아,올뉴모닝,디럭스 스페셜,2012,"77,432Km",휘발유,회색,399
3682,쉐보레/대우,올란도,디젤2.0LTZ 프리미엄,2012,"210,000Km",경유,회색,440
3683,미니,컨트리맨(2세대),쿠퍼D ALL4,2018,"45,797Km",경유,회색,"2,850"
3684,기아,올뉴모닝,바이퓨얼 디럭스 스페셜,2012,"66,551Km",LPG겸용,회색,520
3685,현대,그랜드스타렉스,12인승왜건 CVX럭셔리,2009,"150,000Km",경유,회색,540
3686,기아,K5,2.0럭셔리 ,2011,"154,621Km",휘발유,회색,590
3687,현대,YF쏘나타,Y20 프리미어 고급형,2010,"111,268Km",휘발유,회색,550
3688,현대,그랜저HG,가솔린 HG300 노블,2011,"122,067Km",휘발유,회색,870
3689,포드,몬데오(2세대),2.0 ,2016,"98,192Km",경유,회색,"1,399"
3690,현대,YF쏘나타,LPI 럭셔리 ,2015,"207,388Km",LPG,회색,470
3691,기아,더프레스티지K7,2.4GDI 럭셔리,2012,"99,147Km",휘발유,회색,670
3692,현대,그랜저IG,2.4가솔린 프리미엄 스페셜,2017,"167,053Km",휘발유,회색,"1,620"
3693,현대,그랜드스타렉스,12인승왜건 CVX럭셔리,2011,"116,422Km",경유,회색,710
3694,기아,뉴오피러스,GH270스페셜 럭셔리,2009,"302,059Km",휘발유,회색,200
3695,기아,올뉴프라이드,1.6GDI해치백 럭셔리에코플러스,2012,"120,981Km",휘발유,회색,450
3696,현대,YF쏘나타,Y20 프리미어 최고급형,2011,"139,061Km",휘발유,회색,519
3697,재규어,XF(2세대),30d 포트폴리오,2016,"92,788Km",경유,회색,"2,550"
3698,현대,더뉴아반떼MD,1.6VGT 스마트 기본형,2014,"170,000Km",경유,회색,590
3699,BMW,3시리즈(E90),320d세단 ,2010,"250,000Km",경유,회색,420
3700,현대,뉴투싼ix(LM),디젤(e-VGT)2WD 스마트,2014,"66,383Km",경유,회색,990
3701,기아,올뉴쏘렌토,디젤2.0 2WD 프레스티지,2017 ,"62,636Km",경유,회색,"1,870"
3702,기아,셀토스,1.6가솔린터보 4WD 노블레스,2020,"9,258Km",휘발유,회색,"2,300"
3703,볼보,XC60(1세대),D5AWD ,2015,"206,574Km",경유,회색,"1,650"
3704,현대,벨로스터,터보D스펙 ,2014,"101,127Km",휘발유,회색,940
3705,현대,그랜드스타렉스,5인승밴 CVX디럭스,2008 ,"84,301Km",경유,회색,600
3706,현대,투싼ix(LM),디젤2WD LX20 프리미어,2011,"146,014Km",경유,회색,799
3707,현대,그랜드스타렉스,5인승밴 CVX디럭스,2009,"124,027Km",경유,회색,560
3708,인피니티,M(3세대),M35 프리미엄,2006 ,"117,227Km",휘발유,회색,240
3709,현대,투스카니,2.0 GL 기본형,2005,"180,253Km",휘발유,회색,290
3710,푸조,508(1세대),1.6e-HDi 알뤼르,2011,"130,000Km",경유,회색,620
3711,벤츠,뉴E클래스,E220블루텍아방가르드스포츠 W212,2015,"108,712Km",경유,회색,"2,250"
3712,쉐보레/대우,아베오,해치백 1.6 LS 스탠다드,2014,"35,941Km",휘발유,회색,690
3713,BMW,5시리즈(E39),520i ,1999,"169,580Km",휘발유,회색,580
3714,기아,뉴모닝,LPI LX ,2010,"160,000Km",LPG,회색,250
3715,르노삼성,SM5뉴임프레션,가솔린 2.0 SE블랙,2009,"71,102Km",휘발유,회색,270
3716,폭스바겐,뉴CC,2.0TDI블루모션 기본형,2013,"157,378Km",경유,회색,880
3717,볼보,S80,D5 ,2009,"130,000Km",경유,회색,450
3718,현대,투싼ix(LM),디젤4WD X20 럭셔리,2011,"160,000Km",경유,회색,680
3719,기아,올뉴모닝(JA),밴 고급형,2017,"54,608Km",휘발유,회색,519
3720,링컨,MKX(2세대),3.5AWD ,2007 ,100Km,휘발유,회색,510
3721,캐딜락,BLS,2.0T ,2007 ,"140,000Km",휘발유,회색,450
3722,기아,더뉴K5,노블레스 ,2013,"161,056Km",휘발유,회색,850
3723,현대,YF쏘나타,LPI 프리미어 ,2010,"187,302Km",LPG,회색,450
3724,아우디,NEW A4,2.0TFSI콰트로 B7,2012,"109,109Km",휘발유,회색,730
3725,현대,제네시스,BH330럭셔리 기본형,9,"212,483Km",휘발유,회색,480
3726,렉서스,LS,460 XF40,2007,"174,040Km",휘발유,회색,680
3727,기아,K9(1세대),3.3GDI 프레스티지 ,2013,"208,434Km",휘발유,회색,980
3728,BMW,5시리즈 그란투리스모(F07),GT xDrive 익스클루시브,2012,"218,522Km",경유,회색,"1,530"
3729,재규어,XF(1세대),3.0디젤 럭셔리,2011,"125,105Km",경유,회색,830
3730,폭스바겐,더뉴파사트(NMS),2.0TDI ,2014,"186,561Km",경유,회색,690
3731,벤츠,S클래스(W221),S320CDI W221,2008 ,"207,602Km",경유,회색,920
3732,인피니티,M(4세대),M37 ,2011 ,"193,998Km",휘발유,회색,"1,070"
3733,르노삼성,QM3,RE시그니처 ,2015,"110,000Km",경유,빨간색,820
3734,현대,쏘나타DN8,가솔린 2.0 프리미엄패밀리,2020 ,"29,731Km",휘발유,빨간색,"2,130"
3735,현대,쏘나타DN8,가솔린 2.0 인스퍼레이션,2020,"37,011Km",휘발유,빨간색,"2,540"
3736,기아,더뉴모닝,스마트 ,2016,"37,881Km",휘발유,빨간색,550
3737,현대,i30(PD),가솔린1.6 터보 스포츠 프리미엄,2017,"64,445Km",휘발유,빨간색,"1,520"
3738,지프,랭글러(JK),3.6 루비콘4도어,2016,"41,193Km",휘발유,빨간색,"3,500"
3739,기아,올뉴모닝(JA),프레스티지 ,2017,"67,153Km",휘발유,빨간색,890
3740,지프,컴패스(1세대),2.4 리미티드,2014,"114,470Km",휘발유,빨간색,910
3741,지프,레니게이드,2.0디젤 리미티드AWD,2016 ,"82,291Km",경유,빨간색,"1,470"
3742,기아,레이,터보 TCI 프레스티지,2014 ,"23,996Km",휘발유,빨간색,789
3743,현대,i30(PD),디젤 1.6 스마트,2018,"42,406Km",경유,빨간색,"1,640"
3744,기아,올뉴K3,프레스티지 ,2019,"15,461Km",휘발유,빨간색,"1,620"
3745,현대,벨로스터(JS),1.6터보 스포츠코어,2018,"56,000Km",휘발유,빨간색,"1,690"
3746,지프,랭글러(JK),2.8디젤 사하라4도어,2013,"103,000Km",경유,빨간색,"2,360"
3747,쌍용,티볼리에어,RX2WD ,2017 ,"77,521Km",휘발유,빨간색,"1,360"
3748,포드,F-150,3.5 ,2017,"66,610Km",휘발유,빨간색,"6,140"
3749,포르쉐,911(991),카레라4 쿠페,2019,"26,000Km",휘발유,빨간색,"12,550"
3750,현대,LF쏘나타,2.4익스클루시브 ,2015,"84,054Km",휘발유,빨간색,"1,269"
3751,BMW,X4(G02),xDrive20d M스포츠패키지,2021,"23,790Km",경유,빨간색,"6,200"
3752,미니,컨버터블(1세대),쿠퍼 ,2015,"100,065Km",휘발유,빨간색,"1,470"
3753,재규어,E-Pace,P250 R-다이내믹SE,2018,"16,185Km",휘발유,빨간색,"3,500"
3754,쌍용,티볼리에어,디젤 2WD IX,2018,"71,441Km",경유,빨간색,"1,180"
3755,현대,쏘나타DN8,가솔린 2.0 프리미엄,2020,"59,387Km",휘발유,빨간색,"1,980"
3756,현대,벨로스터(JS),1.6터보 스포츠코어,2018 ,"43,239Km",휘발유,빨간색,"1,700"
3757,기아,쏘울부스터,1.6터보 노블레스스페셜,2019,"23,056Km",휘발유,빨간색,"2,140"
3758,현대,i30(PD),가솔린1.6 터보 스포츠 프리미엄,2017,"25,339Km",휘발유,빨간색,"1,710"
3759,쌍용,뉴코란도C,2.0 CVX 2WD 최고급형,2014,"130,819Km",경유,빨간색,720
3760,쉐보레/대우,라보,특장차 접이식탑차,2017,"3,018Km",LPG,빨간색,560
3761,현대,아반떼CN7,1.6가솔린 인스퍼레이션,2021,"25,436Km",휘발유,빨간색,"2,390"
3762,쉐보레/대우,더뉴말리부,E-터보 프리미어,2019,"30,620Km",휘발유,빨간색,"2,070"
3763,BMW,1시리즈(F20),118d5도어 스포츠,2016,"67,809Km",경유,빨간색,"1,660"
3764,르노삼성,뉴QM3,RE 파노라믹에디션,2018,"31,316Km",경유,빨간색,"1,540"
3765,기아,레이,터보 TCI 프레스티지,2014,"63,683Km",휘발유,빨간색,980
3766,지프,글래디에이터(JT),3.6 루비콘  ,2020,"24,056Km",휘발유,빨간색,"5,850"
3767,현대,아반떼MD,M16GDi 스타일 ,2016,"179,018Km",휘발유,빨간색,400
3768,쌍용,티볼리,가솔린 2WD LX최고급형,2015,"70,175Km",휘발유,빨간색,"1,290"
3769,쉐보레/대우,올란도,LPG LTZ 프리미엄,2012,"90,306Km",LPG,빨간색,820
3770,쌍용,뷰티풀코란도,1.5터보 2WD C7,2020,"39,925Km",휘발유,빨간색,"2,240"
3771,기아,올뉴모닝(JA),럭셔리 ,2017,"56,610Km",휘발유,빨간색,750
3772,쌍용,티볼리,디젤 2WD LX,2017,"41,781Km",경유,빨간색,"1,390"
3773,르노삼성,QM5,디젤2WD LE 플러스,2008,"183,185Km",경유,빨간색,270
3774,쌍용,티볼리,디젤 2WD TX,2015,"96,000Km",휘발유,빨간색,"1,090"
3775,쉐보레/대우,올란도,디젤2.0LT 프리미엄,2012,"154,661Km",경유,빨간색,500
3776,미니,쿠페,쿠퍼 ,2012,"50,891Km",휘발유,빨간색,880
3777,현대,벨로스터(JS),1.6터보 스포츠코어,2019,"21,791Km",휘발유,빨간색,"1,370"
3778,기아,올뉴모닝,럭셔리 스포츠,2015,"40,399Km",휘발유,빨간색,570
3779,기아,카니발R,그랜드카니발GLX 최고급형,2012,"188,495Km",경유,빨간색,530
3780,기아,레이,바이퓨얼 럭셔리,2013,"179,000Km",LPG겸용,빨간색,559
3781,푸조,308(1세대),1.6e-HDi MCP 에코터보,2010 ,"195,732Km",경유,빨간색,340
3782,기아,뉴오피러스,아만티3.8(수출형) ,2009,"166,385Km",휘발유,빨간색,230
3783,현대,아반떼CN7,1.6터보 N라인 ,2020 ,"17,763Km",휘발유,빨간색,"2,480"
