,brand,name,year,info,km,location,price,type,color
39,기아,올 뉴 모닝,13/07식,럭셔리,"80,202km",경기,550,가솔린,초록색
40,기아,카니발 4세대,20/09식(21년형),9인승 시그니처,"18,239km",경기,"4,120",디젤,초록색
41,제네시스,G70,17/12식(18년형),2.0T AWD,"50,428km",대전,"3,050",가솔린,초록색
42,현대,제네시스 쿠페,10/07식(11년형),200 터보 D,"118,472km",대구,840,가솔린,초록색
43,기아,레이,12/01식,프레스티지,"78,102km",울산,815,가솔린,초록색
44,제네시스,G70,18/11식,2.0T,"53,143km",충북,"3,090",가솔린,초록색
45,기아,레이,13/02식,럭셔리,"18,151km",서울,870,가솔린,초록색
46,쉐보레(GM대우),콜로라도,20/01식,3.6 익스트림 4WD,"7,640km",대구,"3,630",가솔린,초록색
47,기아,스포티지 4세대,15/10식(16년형),디젤 2.0 2WD 노블레스,"121,389km",대구,"1,570",디젤,초록색
48,현대,그랜저 IG,17/06식(18년형),2.4 프리미엄,"86,517km",광주,"2,099",가솔린,초록색
49,,,,,,,,,초록색
50,쌍용,코란도 투리스모,13/08식(14년형),4WD LT 11인승,"205,525km",경기,620,디젤,초록색
51,쌍용,코란도 투리스모,13/08식(14년형),4WD LT 11인승,"205,525km",경기,620,디젤,초록색
52,기아,올 뉴 모닝,13/01식,럭셔리,"85,840km",광주,570,가솔린,초록색
53,쉐보레(GM대우),더 넥스트 스파크,16/10식(17년형),LT,"47,058km",경기,670,가솔린,초록색
54,기아,레이,15/08식(16년형),밴 고급형,"60,848km",부산,580,가솔린,초록색
55,,,,,,,,,초록색
56,기아,K8 하이브리드,21/05식(22년형),시그니처,"5,589km",경기,"5,088",가솔린+전기,초록색
57,기아,올 뉴 모닝,13/01식,럭셔리,"85,840km",광주,570,가솔린,초록색
58,쉐보레(GM대우),마티즈 크리에이티브,10/06식,재즈,"108,714km",경북,299,가솔린,초록색
59,제네시스,GV80,20/03식,3.0 디젤 AWD,"8,156km",서울,"7,350",디젤,초록색
60,제네시스,GV80,20/03식,3.0 디젤 AWD,"8,156km",서울,"7,350",디젤,초록색
61,기아,레이,13/10식(14년형),럭셔리,"72,254km",울산,870,가솔린,초록색
62,기아,레이,15/09식(16년형),럭셔리,"85,812km",경기,800,가솔린,초록색
63,제네시스,G70,19/01식,3.3T 스포츠 AWD,"21,000km",서울,"4,250",가솔린,초록색
64,현대,더 뉴 그랜저 IG,19/11식(20년형),3.3,"21,000km",경기,"3,790",가솔린,초록색
65,기아,레이,17/09식,럭셔리,"70,000km",경기,960,가솔린,초록색
66,기아,스팅어,18/01식,3.3 터보 AWD,"67,680km",경기,"3,190",가솔린,초록색
67,쌍용,티볼리 아머,18/04식,기어 에디션 2WD,"43,065km",서울,"1,560",가솔린,초록색
68,기아,레이,13/08식,디럭스 스페셜,"72,211km",부산,740,가솔린,초록색
69,쉐보레(GM대우),마티즈 크리에이티브,10/04식,재즈,"57,245km",대전,270,가솔린,초록색
70,기아,스포티지 4세대,16/05식,디젤 2.0 2WD 노블레스,"76,100km",대구,"1,890",디젤,초록색
